Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
e7feedd6-fd0c-8961-3edf-b8f9b012acb1,1994-12-14,,999-97-4205,S99934148,X46009513X,Mr.,Buford910,,Flatley871,,,M,white,nonhispanic,M,Baraboo  Wisconsin  US,900 Lowe Green,Madison,Wisconsin,Dane County,55025,53715,42.99870789531384,-89.42252230412802,80053.51,0.00,187570
275d1c63-feb1-66d5-781d-31cc2f641c9d,1982-03-02,,999-52-6966,S99979542,X62000724X,Mrs.,Erlinda993,Lindsy319,Monahan736,,Bogan287,M,white,nonhispanic,F,Madison  Wisconsin  US,138 Lakin View Apt 7,Juneau,Wisconsin,Dodge County,55027,53039,43.39950518184811,-88.68315481468423,551493.46,496.19,85159
8d0e92be-17e4-abe5-3555-326acfbe7938,1947-01-05,1985-08-13,999-78-1469,S99913833,X88909931X,Mr.,Edgardo196,Truman805,Ebert178,,,M,white,nonhispanic,M,Janesville  Wisconsin  US,1027 Terry Bay,Monroe,Wisconsin,Green County,55045,53566,42.65246851396578,-89.68279510770634,231924.77,0.00,93278
e2776e2a-4d40-9c7b-2dfe-9d7327be75e8,1992-09-19,,999-49-8825,S99917972,X9445452X,Mrs.,Shae705,,Orn563,,Donnelly343,M,white,nonhispanic,F,Madison  Wisconsin  US,598 Gerlach Green Suite 79,Madison,Wisconsin,Dane County,55025,53703,43.04305453177721,-89.34208555954676,978814.13,0.00,180367
26be9e6f-8941-fc18-a907-2afa265a591b,1920-05-02,1977-02-19,999-10-2169,S99971241,X30531714X,Mr.,Billy698,Rico947,Lueilwitz711,,,W,white,nonhispanic,M,Janesville  Wisconsin  US,328 Harvey Rest,Janesville,Wisconsin,Rock County,55105,53548,42.73257016290173,-89.08885066332208,615630.66,0.00,32575
762b5afb-8bc4-2c1e-2174-afba0af86c56,2007-04-04,,999-73-9563,S99935050,,Ms.,Onita767,Kendall673,Will178,,,,asian,nonhispanic,F,Madison  Wisconsin  US,133 Bartoletti Trail Unit 59,Portage,Wisconsin,Columbia County,55021,53901,43.602070380346966,-89.49210552157474,44056.52,3386.57,38223
3bdb459b-3f48-a188-b216-dfb0b7c406d6,2011-12-23,,999-18-9567,,,,Maple925,Shantell717,Jakubowski832,,,,white,nonhispanic,F,Juneau  Wisconsin  US,1018 Rempel Ramp,Juneau,Wisconsin,Dodge County,55027,53039,43.41240028845187,-88.72587738346118,43258.28,0.00,29201
4b0d14db-9b10-ff57-302d-44d8ea39f852,1983-05-08,,999-10-1657,S99917648,X51683864X,Mrs.,May125,Roseline981,Considine820,,Schiller186,M,white,nonhispanic,F,Dodgeville  Wisconsin  US,807 Nitzsche Green Unit 46,Fort Atkinson,Wisconsin,Jefferson County,,00000,43.01032992065721,-88.65457221429433,765471.58,306.62,30477
0fd38544-ed61-ff37-1399-4316b16e482d,2002-11-05,,999-41-1129,S99923896,X87750083X,Ms.,Janine159,Tasia358,Kohler843,,,,asian,nonhispanic,F,Madison  Wisconsin  US,613 Boehm Annex Suite 5,Madison,Wisconsin,Dane County,55025,53703,43.03359637573142,-89.56063583996033,194252.78,813.29,86630
c62dddb2-08d6-cf1a-8708-e0dc1c5de6bd,1929-03-27,,999-10-4356,S99934150,X23766343X,Ms.,Victoria535,,Armendáriz135,,,S,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,885 Osinski Green Apt 74,Madison,Wisconsin,Dane County,55025,53703,43.0826836916421,-89.38090069553971,852196.25,1188.17,74460
9de376a8-85af-5c97-cbd5-3ebb8834a074,2021-11-09,,999-82-9363,,,,Rubi442,Chassidy418,Heidenreich818,,,,white,nonhispanic,F,Portage  Wisconsin  US,814 Boyer Junction,Madison,Wisconsin,Dane County,55025,53706,43.0264609429182,-89.37432095067373,6955.99,0.00,274699
48ab79d2-eb05-0fee-eae2-71600fe2a60a,1955-11-19,,999-78-6365,S99922940,X51854291X,Mrs.,Lashaun800,Austin578,Cruickshank494,,Parisian75,M,white,nonhispanic,F,Baraboo  Wisconsin  US,230 Jaskolski Lodge Apt 2,Janesville,Wisconsin,Rock County,55105,53548,42.688410833657166,-88.91333090223856,1458120.54,0.00,31361
a5de153b-183f-02a7-7568-3370e4ddfe85,1963-08-25,,999-83-5877,S99969673,X8275203X,Mrs.,Faviola526,,Ziemann98,,Zulauf375,M,white,nonhispanic,F,Madison  Wisconsin  US,256 Schultz Mill,Madison,Wisconsin,Dane County,55025,53715,43.09221732716794,-89.40678414188606,917109.32,0.00,181193
7ef9301c-25b7-df94-9577-f30abb61ebeb,1951-05-01,,999-36-4105,S99966698,X75615906X,Mr.,Ali918,Casey401,Tremblay80,,,M,white,nonhispanic,M,Madison  Wisconsin  US,364 Willms Orchard Unit 72,Madison,Wisconsin,Dane County,55025,53726,43.05973504719439,-89.40889296172968,255377.42,96.21,607605
56ce41f2-48f2-c42b-94ff-87c4c5ea90d0,2012-11-16,,999-56-7909,,,,Arnita817,,Cassin499,,,,white,nonhispanic,F,Madison  Wisconsin  US,296 Lind Highlands Apt 99,Madison,Wisconsin,Dane County,55025,53715,42.97052443182267,-89.4201727974064,30801.89,0.00,194155
74796952-fdcf-2bbe-bb37-45ae57798920,1947-01-05,2003-09-05,999-47-9834,S99972463,X561181X,Mr.,Marcelo725,Chung121,Wolf938,,,M,white,nonhispanic,M,Madison  Wisconsin  US,880 Graham Throughway Suite 73,Monroe,Wisconsin,Green County,55045,53566,42.61279831563436,-89.61644682985002,143135.24,0.00,93278
82409c2d-8c71-cc4c-1a30-a06dd45b7b6a,2013-02-05,,999-92-2003,,,,Diego848,Diego848,Maldonado119,,,,asian,hispanic,M,Santiago de los Caballeros  Santiago  DO,707 Padberg Gate,Madison,Wisconsin,Dane County,55025,53711,43.08520089736095,-89.45304993975255,130809.95,1593.31,80918
b0729f45-f892-7234-68f7-32ada2bdac1d,1985-10-30,,999-18-3092,S99921967,X10729667X,Mr.,Kendall673,Abdul218,Schmeler639,,,D,white,nonhispanic,M,Madison  Wisconsin  US,960 Schmeler Common Suite 6,Madison,Wisconsin,Dane County,55025,53706,43.07130206121602,-89.37383698183969,118466.90,0.00,145986
828f203e-c5a9-28b1-7bce-d33dccddda72,1971-04-22,,999-45-3979,S99923436,X41681549X,Mr.,Deshawn686,Kurtis994,Weber641,,,M,white,nonhispanic,M,Madison  Wisconsin  US,599 Feest Wynd Apt 4,Madison,Wisconsin,Dane County,55025,53706,43.09845422589441,-89.41000812778013,141352.04,715.87,83225
40035764-96e3-848f-0dfb-68f80db1e69c,1980-01-04,,999-73-3681,S99974440,X36105108X,Mr.,Wade235,Ramiro608,Metz686,,,S,white,nonhispanic,M,Janesville  Wisconsin  US,735 Stark Run,Juneau,Wisconsin,Dodge County,55027,53039,43.36552443082922,-88.68482575537148,84643.39,0.00,68897
58c89008-ccb4-f09a-caa6-307c6c06ad6f,2001-03-06,,999-65-6227,S99998674,X49562429X,Ms.,Eura647,Yanira774,Paucek755,,,,white,nonhispanic,F,Fort Atkinson  Wisconsin  US,159 Rau Underpass Apt 29,Madison,Wisconsin,Dane County,55025,53711,43.058742935049025,-89.44560485220607,422961.93,0.00,45283
b0f149d8-c6b8-9728-ff7e-a52f2a31ad2c,2019-11-01,,999-13-6657,,,,Rudolph554,Jermaine675,Wyman904,,,,white,nonhispanic,M,Madison  Wisconsin  US,471 Gislason Boulevard,Madison,Wisconsin,Dane County,55025,53703,43.04305527881142,-89.4811548606768,13243.76,0.00,35233
0b0fda53-9869-fc99-270f-7d5b845274a3,1970-12-20,,999-81-4219,S99971242,X84369792X,Mr.,Giovanni385,Elroy493,Windler79,,,M,white,nonhispanic,M,Portage  Wisconsin  US,734 Ryan View Unit 68,Janesville,Wisconsin,Rock County,55105,53548,42.69545863188969,-89.09271889463501,254702.51,0.00,54589
0b9e5ded-a4d3-8832-2d62-48a6d88b667c,2011-05-16,,999-55-2116,,,,Clarissa466,Theda286,Rodriguez71,,,,white,nonhispanic,F,Monroe  Wisconsin  US,479 Schmitt Rapid,Madison,Wisconsin,Dane County,55025,53706,43.08530268157821,-89.3586326098554,23662.00,585.71,12377
1471221c-adf1-fc93-69fb-e90bd643aff3,1969-06-20,,999-31-2591,S99977080,X7686977X,Mrs.,Tasia358,Virgen207,Wolff180,,Monahan736,M,hawaiian,nonhispanic,F,Janesville  Wisconsin  US,336 Gusikowski Port,Juneau,Wisconsin,Dodge County,55027,53039,43.37583059336679,-88.68842025954704,1615074.00,302.02,74529
6591e39b-696f-7bd8-bb27-fcb711e1b1cf,2003-03-31,,999-91-3492,S99933324,X17981159X,Mr.,Peter292,Donn979,Walsh511,,,,white,nonhispanic,M,Madison  Wisconsin  US,777 Collier View Apt 2,Madison,Wisconsin,Dane County,55025,53715,43.076228799189515,-89.37364732008258,54953.16,274.91,146970
8fce05a2-1582-6311-10b2-71026027999f,1997-09-22,,999-77-5519,S99919061,X28304625X,Mrs.,Johnsie484,Nan75,Wiza601,,Hahn503,M,hawaiian,nonhispanic,F,Madison  Wisconsin  US,863 Stroman Crossroad,Baraboo,Wisconsin,Sauk County,,00000,43.06596882946691,-89.35215455176957,323362.20,0.00,69465
27cf5b1f-6016-207a-a62a-14f2974e35dd,1951-12-06,,999-39-4419,S99994693,X4158895X,Mrs.,Waltraud488,Karry11,Parker433,,Kuphal363,W,white,nonhispanic,F,Madison  Wisconsin  US,689 Toy Gardens Apt 47,Fort Atkinson,Wisconsin,Jefferson County,,00000,43.038333279430816,-88.66230420711983,771437.42,0.00,39740
b88e42af-db15-122f-7c4c-014b0289a3a0,1987-10-28,,999-56-5537,S99975740,X76778365X,Mrs.,Deja232,Kyle55,Will178,,Price929,D,white,nonhispanic,F,Madison  Wisconsin  US,973 Green Gardens Suite 43,Fort Atkinson,Wisconsin,Jefferson County,,00000,42.81623025747464,-88.7020411845728,779850.85,0.00,45582
09db0e4a-9c6c-220a-e7dc-5ca36ce962a4,1963-07-15,,999-29-3483,S99920017,X29429755X,Mrs.,Antionette825,Leatrice181,Macejkovic424,,Herman763,M,white,nonhispanic,F,Madison  Wisconsin  US,467 Ratke Underpass Unit 72,Baraboo,Wisconsin,Sauk County,,00000,43.21928875681812,-89.71778978120044,669160.24,0.00,115238
732f262a-5109-746c-d243-c2cf8c98c3ac,1920-05-02,2009-04-12,999-60-4103,S99984989,X30293510X,Mr.,Randell912,Cristopher265,Fisher429,,,D,white,nonhispanic,M,Madison  Wisconsin  US,209 Farrell Quay,Janesville,Wisconsin,Rock County,55105,53548,42.712573349005005,-89.1644457646047,414006.34,0.00,32575
71aba984-bf02-03cf-b348-194ed55b0ea0,1947-01-05,,999-84-3193,S99972921,X57875694X,Mr.,Simon598,Jarvis643,Jones311,,,M,white,nonhispanic,M,Madison  Wisconsin  US,498 Borer Knoll Suite 88,Monroe,Wisconsin,Green County,55045,53566,42.63637574997252,-89.62265076089493,216989.53,120.67,93278
3287887e-d2ce-29fb-ee6d-16df58a75e06,1957-07-09,,999-58-4543,S99999635,X60261924X,Mr.,Robbie31,Rogelio17,Ferry570,,,M,white,nonhispanic,M,Madison  Wisconsin  US,468 Macejkovic Byway Suite 53,Portage,Wisconsin,Columbia County,55021,53901,43.601870335251704,-89.45977382602418,757168.41,41124.30,41363
9628e89f-1cfa-49f0-0042-7625dc2de141,1963-03-29,,999-74-3644,S99929434,X64887847X,Mrs.,Sherlyn657,Carolina179,Vandervort697,,Graham902,W,white,nonhispanic,F,Madison  Wisconsin  US,477 Schuster Club Unit 53,Baraboo,Wisconsin,Sauk County,,00000,43.25010952746703,-88.49673351809894,1066765.14,717.47,133091
4297a0d4-ad10-9feb-8079-a013889bc542,2001-03-02,,999-83-6731,S99993826,X57849911X,Ms.,Elisabeth967,Diamond340,Hamill307,,,,white,nonhispanic,F,Janesville  Wisconsin  US,499 Mann Promenade Apt 83,Madison,Wisconsin,Dane County,55025,53706,43.05391879866984,-89.38266148140833,111233.42,301.88,79261
97d83b49-8322-c8de-c963-482dca0a6373,2001-10-29,,999-71-4566,S99946366,X56449039X,Mr.,Minh326,Fabian647,Thiel172,,,,white,nonhispanic,M,Madison  Wisconsin  US,434 Wilkinson Manor Suite 59,Monroe,Wisconsin,Green County,55045,53566,42.621949131743264,-89.69949717073044,59505.44,0.00,39606
9cca2330-83b5-f766-be15-a39b4ac8e830,1997-08-03,,999-83-1043,S99920180,X2767040X,Mrs.,Cheryll577,Kendal125,Hessel84,,Bechtelar572,M,white,nonhispanic,F,Janesville  Wisconsin  US,798 Grimes Promenade,Madison,Wisconsin,Dane County,55025,53719,43.116188113143565,-89.41863917135812,263064.75,45565.43,74095
f1c55bad-0d90-d241-e6fb-11291159f8ac,1919-02-05,,999-39-8715,S99947998,X12596943X,Mr.,Sam879,,Schuppe920,,,D,white,nonhispanic,M,Janesville  Wisconsin  US,231 VonRueden Drive Apt 75,Janesville,Wisconsin,Rock County,55105,53546,42.61517598744285,-88.89854722445551,436982.60,0.00,155644
35417f9d-a3ca-72f6-b0c5-a618a91540eb,1981-07-09,,999-17-9790,S99958831,X26266914X,Mr.,Quincy153,,Smitham825,,,M,black,nonhispanic,M,Madison  Wisconsin  US,704 Fadel Mall Unit 3,Portage,Wisconsin,Columbia County,55021,53901,43.58714189236013,-89.4947421411951,98368.69,0.00,182843
547e4ea7-a895-1691-dc6d-d4f1ef1f2226,1976-12-11,,999-88-9946,S99994151,X813811X,Mr.,Lance203,,Hirthe744,,,M,white,nonhispanic,M,Madison  Wisconsin  US,645 Herzog Camp,Baraboo,Wisconsin,Sauk County,,00000,43.04629864938296,-89.47604876075825,74419.40,0.00,7749
f2729ed8-9154-50b4-c2f3-25a983955846,1982-08-20,,999-87-5981,S99921579,X9206542X,Mr.,Simon598,Galen747,Rodriguez71,,,M,white,nonhispanic,M,Madison  Wisconsin  US,143 Vandervort Path Unit 53,Madison,Wisconsin,Dane County,55025,53706,43.09212794072773,-89.36890824359428,99006.44,0.00,37504
7c21c928-e5f8-c819-6903-ddf30fbbc7dd,2023-09-13,,999-22-1529,,,,Everette494,Malcom15,DuBuque211,,,,white,nonhispanic,M,Madison  Wisconsin  US,822 Watsica Lock,Fort Atkinson,Wisconsin,Jefferson County,,00000,43.58977524541603,-89.07344288494991,5513.79,0.00,98731
ca7d691c-8719-c19d-c02e-54bba05e2ec2,1992-12-25,,999-94-9692,S99931366,X55407728X,Mr.,Jake169,,Treutel973,,,S,white,nonhispanic,M,Janesville  Wisconsin  US,244 Cormier Crossroad Suite 69,Madison,Wisconsin,Dane County,55025,53726,43.03807297474956,-89.39981829669506,74666.67,0.00,156163
3415ac30-ed70-d4b9-a918-5b7f2766d274,1963-03-01,,999-61-3010,S99941981,X39626684X,Mr.,Arnold338,Saul605,Lowe577,,,M,white,nonhispanic,M,Madison  Wisconsin  US,1087 Labadie Trace Unit 49,Baraboo,Wisconsin,Sauk County,,00000,43.071870886978054,-89.13144253437963,928844.66,0.00,39994
a2484472-71f6-6b38-b2e6-8a29b7832364,1950-08-24,1989-08-10,999-48-1518,S99974487,X47451768X,Ms.,Barbar976,,Osinski784,,,S,white,nonhispanic,F,Fort Atkinson  Wisconsin  US,309 Stehr Street Suite 93,Madison,Wisconsin,Dane County,55025,53719,43.11016144687914,-89.44986485108247,584561.12,0.00,189320
d53cc19c-da3f-01eb-03dc-66aecbad97df,2001-09-11,,999-16-8652,S99934803,X6237636X,Ms.,Shu104,Patrick786,Bode78,,,,white,nonhispanic,F,Madison  Wisconsin  US,294 MacGyver Ranch Suite 49,Madison,Wisconsin,Dane County,55025,53703,43.043212974843705,-89.39546393796898,107583.37,0.00,74827
44368c15-a0ee-d2df-767b-9e5e94d3ea0f,2018-12-17,,999-60-4501,,,,Lavone763,Kayce253,Beer512,,,,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,481 Luettgen Promenade,Madison,Wisconsin,Dane County,55025,53703,43.041590035909316,-89.48808510417828,16988.10,0.00,89377
5305df67-0699-d25a-5ead-42c7142da6c6,2005-10-19,,999-59-5617,S99913536,X47332139X,Ms.,Alanna27,Marlen929,Corwin846,,,,white,nonhispanic,F,Madison  Wisconsin  US,115 Haley Green Suite 52,Baraboo,Wisconsin,Sauk County,,00000,43.06354857312765,-89.20312325866324,48437.01,0.00,127018
3ec25ae7-e264-a281-fd13-911f23fe8b97,2001-05-05,,999-83-5699,S99913294,X7555749X,Mr.,Hershel911,,Raynor401,,,,white,nonhispanic,M,Monroe  Wisconsin  US,916 Hyatt Alley,Juneau,Wisconsin,Dodge County,55027,53039,43.375117059174784,-88.72275633834005,57141.99,0.00,36935
a01291d0-8d7b-a2f7-88e5-99eb4a802344,2019-02-10,,999-61-1669,,,,Sherlene302,Kaitlyn96,Gottlieb798,,,,white,nonhispanic,F,Juneau  Wisconsin  US,126 Rolfson Arcade,Janesville,Wisconsin,Rock County,55105,53545,42.721265835948316,-89.08505588283646,18966.68,0.00,18751
e0c817d7-e1b8-2039-a710-85dcaca04ca1,1920-05-02,1993-06-17,999-39-2250,S99997449,X69984381X,Mr.,Willie882,Amado512,Dietrich576,,,M,white,nonhispanic,M,Baraboo  Wisconsin  US,1029 Bednar Glen Apt 34,Janesville,Wisconsin,Rock County,55105,53545,42.692313755375864,-89.1054232453952,236745.78,0.00,32575
ae7241e6-6c7b-3fed-d4d4-2795c54badab,1959-07-28,,999-37-6258,S99918684,X9492205X,Mr.,Willis868,Elmer371,Mraz590,,,M,white,hispanic,M,Madison  Wisconsin  US,976 Kub Lane Apt 24,Fort Atkinson,Wisconsin,Jefferson County,,00000,43.51309111315662,-88.98603605358812,312772.87,1036.49,138498
6c479e1d-68ed-4518-1b43-57025fd50e9a,1952-07-05,,999-29-2181,S99955894,X68855097X,Mr.,Nicholas495,Rudolf736,Fadel536,,,M,other,nonhispanic,M,Fort Atkinson  Wisconsin  US,693 Rowe Burg Unit 25,Madison,Wisconsin,Dane County,55025,53711,42.983531082241946,-89.36824295241499,703071.17,1063.52,69203
694413a4-5662-22c4-e120-30ec47eaa9f7,1953-04-26,2008-04-11,999-96-5451,S99994963,X6565276X,Mr.,Shirley182,Alvaro283,Larson43,,,W,white,nonhispanic,M,Fort Atkinson  Wisconsin  US,717 Wintheiser Route Suite 20,Monroe,Wisconsin,Green County,55045,53566,42.570027563941736,-89.66214527553669,615422.72,0.00,65980
e96f74fc-4848-11a4-61d8-a8d5acc194c1,1993-11-26,,999-60-5398,S99951194,X32389976X,Mrs.,Neoma676,Shaina440,Stamm704,,Marks830,M,white,nonhispanic,F,Dodgeville  Wisconsin  US,891 Brown Mews,Madison,Wisconsin,Dane County,55025,53719,43.04436628406735,-89.42180699285748,828662.86,0.00,104965
5ca1e859-cb61-981a-3a24-73457a1452c0,2010-01-05,,999-27-3060,,,,Will178,Donn979,Kerluke267,,,,white,nonhispanic,M,Janesville  Wisconsin  US,155 Swaniawski Gardens Unit 80,Madison,Wisconsin,Dane County,55025,53715,43.03093369517088,-89.42525482669191,44347.89,3226.94,13005
d1793633-903b-5494-b417-e8f52455810e,1977-08-02,,999-53-8464,S99958552,X87979528X,Mrs.,Michel472,Latrice352,Feil794,,Koch169,D,white,hispanic,F,Madison  Wisconsin  US,243 King Trace,Portage,Wisconsin,Columbia County,55021,53901,43.52314707965503,-89.48731868497255,1215514.96,0.00,28555
d36b28e8-dce6-2c50-a202-01ca3c9b479d,1992-07-30,,999-81-2722,S99947204,X25363401X,Mr.,Alfred550,Joaquin141,Zboncak558,,,M,white,nonhispanic,M,Juneau  Wisconsin  US,1033 Medhurst Spur,Madison,Wisconsin,Dane County,55025,53726,43.024024027036496,-89.41367690807812,64245.92,0.00,80085
d3851c2b-bab4-2cef-94ba-6e7e64299fdb,1953-04-26,1955-07-21,999-52-8421,,,,Hunter736,,O'Keefe54,,,,white,nonhispanic,M,Madison  Wisconsin  US,347 Schmeler Burg Unit 58,Monroe,Wisconsin,Green County,55045,53566,42.58882446916056,-89.64330968998063,36562.46,0.00,65980
2771ef12-0456-6fde-c290-f90a05193ea0,1958-01-18,2004-02-23,999-48-2950,S99915697,X67214493X,Mr.,Sydney660,Lon587,Auer97,,,D,white,nonhispanic,M,Madison  Wisconsin  US,822 White Port Apt 92,Janesville,Wisconsin,Rock County,55105,53546,42.75412615660387,-89.08173228063312,113218.02,0.00,75820
ee69088d-96dc-fa78-331d-e4baac032e81,1965-05-30,,999-54-5642,S99958944,X78493769X,Mr.,Emmett200,Gaston250,Moen819,,,M,white,nonhispanic,M,Janesville  Wisconsin  US,625 Windler Junction Unit 72,Madison,Wisconsin,Dane County,55025,53715,43.09671898833796,-89.44792785226387,1184499.80,17361.06,60949
5abcf319-5167-08b5-eaec-0c63386434fb,1953-11-26,2009-10-04,999-58-5958,S99946692,X53171144X,Mrs.,Madeline975,Melonie209,Gottlieb798,,Boyer713,M,white,nonhispanic,F,Janesville  Wisconsin  US,102 Sporer Flat Unit 11,Madison,Wisconsin,Dane County,55025,53719,43.102891068428555,-89.44807757183955,274363.89,0.00,122554
f1b9900d-575c-af34-6a45-ac2d6828a3b1,1994-06-13,,999-17-7378,S99988778,X69779775X,Mr.,Andres25,Frankie174,Kemmer137,,,M,white,nonhispanic,M,Monroe  Wisconsin  US,116 Smitham View,Fort Atkinson,Wisconsin,Jefferson County,,00000,42.86075563886295,-90.33056451371333,56647.26,114.31,110375
05e0d1c4-cd49-63c1-9ee5-67e99cfda6cd,1950-08-24,,999-62-3811,S99923817,X48567511X,Mrs.,Tawanda156,,Roberts511,,McKenzie376,M,white,nonhispanic,F,Madison  Wisconsin  US,380 Corkery Crossroad,Madison,Wisconsin,Dane County,55025,53703,43.06356510937902,-89.56035084016419,1029346.65,4321.44,189320
251b80b4-461f-6750-ab64-a29932c946d8,1950-10-09,2019-04-03,999-95-4535,S99931108,X81107925X,Mr.,Judson999,Markus389,Howe413,,,D,other,nonhispanic,M,Monroe  Wisconsin  US,230 Padberg Brook,Monroe,Wisconsin,Green County,55045,53566,42.56316519324374,-89.68879206102258,333869.99,0.00,84548
37260551-26c0-cf4b-7ba1-00be9f883c15,2009-09-30,,999-49-8523,S99920550,,,Geralyn932,,Macejkovic424,,,,white,nonhispanic,F,Madison  Wisconsin  US,688 Kirlin Lane Suite 13,Madison,Wisconsin,Dane County,55025,53703,43.071635840431156,-89.39063911506796,512668.21,2928.69,181434
0cc757c4-dcdd-8856-e8cc-0204ac6a23d0,1964-07-29,2025-10-07,999-22-5333,S99994602,X64199999X,Mrs.,Coleen678,Milly429,Beer512,,Tillman293,D,white,nonhispanic,F,Janesville  Wisconsin  US,231 Schuster Ranch Unit 92,Madison,Wisconsin,Dane County,55025,53726,43.047978393731704,-89.3917925019164,854724.84,429.56,857730
3da02f59-0f53-1be3-fdcf-17dc91fe34b5,1998-03-30,,999-78-1610,S99965029,X42341969X,Ms.,Yung349,Silva841,Cartwright189,,,,white,nonhispanic,F,Madison  Wisconsin  US,197 Will Dam,Janesville,Wisconsin,Rock County,55105,53546,42.69396877383456,-89.15001647064946,473234.55,71990.16,12564
36b8aeaf-093c-041c-e5c9-84a7fff2d191,1969-04-29,,999-32-1915,S99964010,X87157483X,Mrs.,Georgina806,Odilia72,Greenfelder433,,Blanda868,W,other,nonhispanic,F,Juneau  Wisconsin  US,941 Mueller Estate,Janesville,Wisconsin,Rock County,55105,53548,42.72001421335572,-89.11817830771638,898193.93,0.00,143766
d4ac5a79-1487-397a-e96a-52d69c93c2d3,1958-01-18,1994-02-01,999-24-9589,S99976009,X61339404X,Mr.,Joey457,Lance203,Botsford977,,,M,white,nonhispanic,M,Juneau  Wisconsin  US,796 Ferry Quay Suite 23,Janesville,Wisconsin,Rock County,55105,53545,42.701310700726815,-89.08192002439478,89075.94,0.00,75820
0323d723-4908-c902-6a4f-c12d418aab62,2006-02-10,,999-42-6758,S99974829,,Mr.,Merrill415,Neil122,Watsica258,,,,white,nonhispanic,M,Juneau  Wisconsin  US,679 Lubowitz Avenue Unit 75,Baraboo,Wisconsin,Sauk County,,00000,42.92749900477251,-89.17463440291294,86855.41,1084.24,20673
d98682ea-1dd6-5a5b-3200-d5d438409cdc,1953-04-26,2006-12-14,999-72-6860,S99926571,X64916273X,Mr.,Kurt412,Norris589,Fadel536,,,M,white,nonhispanic,M,Portage  Wisconsin  US,133 Daniel Alley Suite 15,Monroe,Wisconsin,Green County,55045,53566,42.64970770957861,-89.68368617487599,166231.84,0.00,65980
b0cbf118-2d43-5530-058b-38da70e18497,1981-06-22,,999-29-3844,S99920062,X56527876X,Mr.,Isreal8,Richard937,Lindgren255,JD,,D,white,nonhispanic,M,Fort Atkinson  Wisconsin  US,499 Boyer Stravenue Apt 88,Portage,Wisconsin,Columbia County,55021,53901,43.520799150982015,-89.49409163509796,70047.50,240.39,22683
d2725c79-6d03-1acb-a1a4-5258e1cc8c69,1962-11-17,,999-79-3549,S99929133,X1260584X,Mrs.,Lanell756,Tonya123,Hoppe518,,Kassulke119,D,white,nonhispanic,F,Baraboo  Wisconsin  US,1068 Feest Station Suite 60,Janesville,Wisconsin,Rock County,55105,53545,42.69846718924037,-88.9755157839081,298360.99,0.00,111612
161bc8fc-aedb-b169-ad89-cb7f094ee40d,1967-01-17,,999-36-4934,S99942502,X71399996X,Mr.,Miles206,Scott935,Mraz590,,,D,white,nonhispanic,M,Janesville  Wisconsin  US,403 Mayert Mews,Madison,Wisconsin,Dane County,55025,53719,43.11857298195817,-89.41166428272254,126531.90,0.00,72553
b985ad2c-fe62-1333-9ab8-23c07c5d292c,1994-11-24,,999-78-7542,S99998932,X36045395X,Mr.,Casey401,,Ledner144,,,M,white,nonhispanic,M,Madison  Wisconsin  US,644 Dickinson Arcade Suite 61,Janesville,Wisconsin,Rock County,55105,53548,42.74076332084607,-89.06883606629599,115284.69,0.00,45869
b6839156-0905-3a30-86c1-73df86526d09,2006-01-23,,999-10-9640,S99948518,,Mr.,Roman389,Dominick530,Zemlak964,,,,black,hispanic,M,Madison  Wisconsin  US,264 Trantow Trace Unit 33,Janesville,Wisconsin,Rock County,55105,53545,42.730084766865765,-88.99865556181805,55992.76,1027.26,66137
6827040b-4a9d-32cf-f0ff-eba3385863e0,2005-08-02,,999-79-5605,S99933180,X29486964X,Mr.,Mohammad578,Minh326,Lemke654,,,,white,nonhispanic,M,Janesville  Wisconsin  US,570 Quitzon View Suite 47,Madison,Wisconsin,Dane County,55025,53706,42.968412632367816,-89.45428220079445,48732.48,0.00,69387
6aeb0263-d38f-0ebc-794f-3a68465dece4,1953-11-26,2024-07-30,999-48-9240,S99954664,X69056912X,Mrs.,Nadine465,Cherise743,Schuster709,,Dickinson688,M,white,nonhispanic,F,Juneau  Wisconsin  US,687 Beer Landing,Madison,Wisconsin,Dane County,55025,53706,43.10863204464953,-89.4306105599971,1475373.11,0.00,122554
c3f206d8-709e-db5a-38f5-7cc115e02b85,1964-07-29,,999-94-8938,S99947879,X49206135X,Mrs.,Carolann504,Cassaundra447,Zulauf375,,Ruecker817,M,white,nonhispanic,F,Madison  Wisconsin  US,547 Schumm Pathway Suite 76,Madison,Wisconsin,Dane County,55025,53719,43.09771791741797,-89.36468373289782,1333880.33,1218.30,857730
6eba67e4-9698-05f7-9804-9879e900dadf,1958-01-18,,999-88-2016,S99932937,X10982688X,Mr.,Elroy493,Del587,Kessler503,,,S,white,nonhispanic,M,Madison  Wisconsin  US,1014 Volkman Course,Janesville,Wisconsin,Rock County,55105,53546,42.687216639103255,-89.13370998207095,226461.45,711.80,75820
